image_path,label_path,code,is_pair
/mnt/data/pillsnap_dataset/data/train/images/single/TS_1_single/K-000654/K-000654_0_1_0_1_90_000_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_1_single/K-000654_json/K-000654_0_1_0_1_90_000_200.json,K-000654_0_1_0_1_90_000_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_3_single/K-005087/K-005087_0_2_1_2_75_040_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_3_single/K-005087_json/K-005087_0_2_1_2_75_040_200.json,K-005087_0_2_1_2_75_040_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_23_single/K-001383/K-001383_0_2_1_1_90_120_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_23_single/K-001383_json/K-001383_0_2_1_1_90_120_200.json,K-001383_0_2_1_1_90_120_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_16_single/K-035209/K-035209_0_2_0_2_70_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_16_single/K-035209_json/K-035209_0_2_0_2_70_180_200.json,K-035209_0_2_0_2_70_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_50_single/K-020853/K-020853_0_2_0_2_90_220_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_50_single/K-020853_json/K-020853_0_2_0_2_90_220_200.json,K-020853_0_2_0_2_90_220_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_20_single/K-051669/K-051669_0_1_0_0_60_300_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_20_single/K-051669_json/K-051669_0_1_0_0_60_300_200.json,K-051669_0_1_0_0_60_300_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_8_single/K-015258/K-015258_0_2_0_2_70_080_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_8_single/K-015258_json/K-015258_0_2_0_2_70_080_200.json,K-015258_0_2_0_2_70_080_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_68_single/K-031130/K-031130_0_1_0_0_75_160_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_68_single/K-031130_json/K-031130_0_1_0_0_75_160_200.json,K-031130_0_1_0_0_75_160_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_4_single/K-007235/K-007235_0_0_0_0_60_300_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_4_single/K-007235_json/K-007235_0_0_0_0_60_300_200.json,K-007235_0_0_0_0_60_300_200,True
/mnt/data/pillsnap_dataset/data/train/images/combination/TS_4_combo/K-004543-012420-016548-018110/K-004543-012420-016548-018110_0_2_0_2_75_000_200.png,/mnt/data/pillsnap_dataset/data/train/labels/combination/TL_4_combo/K-004543-012420-016548-018110_json/K-012420/K-004543-012420-016548-018110_0_2_0_2_75_000_200.json,K-004543-012420-016548-018110_0_2_0_2_75_000_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_5_single/K-007955/K-007955_0_0_0_0_70_240_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_5_single/K-007955_json/K-007955_0_0_0_0_70_240_200.json,K-007955_0_0_0_0_70_240_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_31_single/K-007243/K-007243_0_2_0_0_90_320_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_31_single/K-007243_json/K-007243_0_2_0_0_90_320_200.json,K-007243_0_2_0_0_90_320_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_22_single/K-000798/K-000798_0_0_0_0_60_100_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_22_single/K-000798_json/K-000798_0_0_0_0_60_100_200.json,K-000798_0_0_0_0_60_100_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_81_single/K-039136/K-039136_0_2_1_2_90_280_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_81_single/K-039136_json/K-039136_0_2_1_2_90_280_200.json,K-039136_0_2_1_2_90_280_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_50_single/K-020853/K-020853_0_2_1_1_75_280_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_50_single/K-020853_json/K-020853_0_2_1_1_75_280_200.json,K-020853_0_2_1_1_75_280_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_2_single/K-003544/K-003544_0_2_1_0_70_140_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_2_single/K-003544_json/K-003544_0_2_1_0_70_140_200.json,K-003544_0_2_1_0_70_140_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_34_single/K-010270/K-010270_0_1_0_1_90_060_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_34_single/K-010270_json/K-010270_0_1_0_1_90_060_200.json,K-010270_0_1_0_1_90_060_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_7_single/K-012420/K-012420_0_0_1_0_90_220_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_7_single/K-012420_json/K-012420_0_0_1_0_90_220_200.json,K-012420_0_0_1_0_90_220_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_14_single/K-030163/K-030163_0_2_1_2_70_240_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_14_single/K-030163_json/K-030163_0_2_1_2_70_240_200.json,K-030163_0_2_1_2_70_240_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_22_single/K-000859/K-000859_0_1_0_0_70_280_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_22_single/K-000859_json/K-000859_0_1_0_0_70_280_200.json,K-000859_0_1_0_0_70_280_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_23_single/K-001731/K-001731_0_2_0_1_75_240_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_23_single/K-001731_json/K-001731_0_2_0_1_75_240_200.json,K-001731_0_2_0_1_75_240_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_80_single/K-038400/K-038400_0_2_0_2_90_260_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_80_single/K-038400_json/K-038400_0_2_0_2_90_260_200.json,K-038400_0_2_0_2_90_260_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_60_single/K-027092/K-027092_0_0_1_1_90_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_60_single/K-027092_json/K-027092_0_0_1_1_90_180_200.json,K-027092_0_0_1_1_90_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_69_single/K-032267/K-032267_0_2_0_0_75_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_69_single/K-032267_json/K-032267_0_2_0_0_75_180_200.json,K-032267_0_2_0_0_75_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_56_single/K-024924/K-024924_0_2_1_2_90_120_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_56_single/K-024924_json/K-024924_0_2_1_2_90_120_200.json,K-024924_0_2_1_2_90_120_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_9_single/K-017057/K-017057_0_1_1_2_70_340_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_9_single/K-017057_json/K-017057_0_1_1_2_70_340_200.json,K-017057_0_1_1_2_70_340_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_5_single/K-010158/K-010158_0_1_0_0_70_280_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_5_single/K-010158_json/K-010158_0_1_0_0_70_280_200.json,K-010158_0_1_0_0_70_280_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_1_single/K-001027/K-001027_0_0_0_1_75_040_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_1_single/K-001027_json/K-001027_0_0_0_1_75_040_200.json,K-001027_0_0_0_1_75_040_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_47_single/K-018113/K-018113_0_0_0_1_75_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_47_single/K-018113_json/K-018113_0_0_0_1_75_180_200.json,K-018113_0_0_0_1_75_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_33_single/K-009033/K-009033_0_0_0_0_90_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_33_single/K-009033_json/K-009033_0_0_0_0_90_180_200.json,K-009033_0_0_0_0_90_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_41_single/K-014274/K-014274_0_2_1_0_90_140_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_41_single/K-014274_json/K-014274_0_2_1_0_90_140_200.json,K-014274_0_2_1_0_90_140_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_9_single/K-017574/K-017574_0_1_1_0_70_140_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_9_single/K-017574_json/K-017574_0_1_1_0_70_140_200.json,K-017574_0_1_1_0_70_140_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_9_single/K-016645/K-016645_0_2_0_2_90_260_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_9_single/K-016645_json/K-016645_0_2_0_2_90_260_200.json,K-016645_0_2_0_2_90_260_200,True
