image_path,mapping_code,image_type,source
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003832-015280-029667/K-003832-015280-029667_0_2_0_2_75_000_200.png,K-003832,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-006192-012081-025438-038954/K-006192-012081-025438-038954_0_2_0_2_70_000_200.png,K-006192,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-004543-016548-029871-033208/K-004543-016548-029871-033208_0_2_0_2_90_000_200.png,K-004543,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-012638-023319-024941-041149/K-012638-023319-024941-041149_0_2_0_2_90_000_200.png,K-012638,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-012638-035659-043233-053384/K-012638-035659-043233-053384_0_2_0_2_70_000_200.png,K-012638,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016232-016235-019861-022347/K-016232-016235-019861-022347_0_2_0_2_70_000_200.png,K-016232,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016235-020238-025469-031885/K-016235-020238-025469-031885_0_2_0_2_75_000_200.png,K-016235,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-012420-016548-019607-031705/K-012420-016548-019607-031705_0_2_0_2_75_000_200.png,K-012420,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003483-016262-025469-028763/K-003483-016262-025469-028763_0_2_0_2_75_000_200.png,K-003483,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000573-001866-002483-022627/K-000573-001866-002483-022627_0_2_0_2_75_000_200.png,K-000573,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006697-020753-025200-043233/K-006697-020753-025200-043233_0_2_0_2_90_000_200.png,K-006697,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000250-012081-019552-038954/K-000250-012081-019552-038954_0_2_0_2_90_000_200.png,K-000250,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010224-016548-027926-029871/K-010224-016548-027926-029871_0_2_0_2_70_000_200.png,K-010224,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003351-003832-016688/K-003351-003832-016688_0_2_0_2_75_000_200.png,K-003351,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-006563-016548-019607-033878/K-006563-016548-019607-033878_0_2_0_2_75_000_200.png,K-006563,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-015710-016232-025469-034597/K-015710-016232-025469-034597_0_2_0_2_75_000_200.png,K-015710,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010487-019881-023319-044266/K-010487-019881-023319-044266_0_2_0_2_75_000_200.png,K-010487,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-013004-025200-030850-035659/K-013004-025200-030850-035659_0_2_0_2_70_000_200.png,K-013004,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010221-016551-029451-033208/K-010221-016551-029451-033208_0_2_0_2_75_000_200.png,K-010221,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-019881-026993-030850/K-006835-019881-026993-030850_0_2_0_2_90_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-012638-029711-035659-044266/K-012638-029711-035659-044266_0_2_0_2_75_000_200.png,K-012638,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-012638-020004-023319-024941/K-012638-020004-023319-024941_0_2_0_2_90_000_200.png,K-012638,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-013004-019881-038927-053384/K-013004-019881-038927-053384_0_2_0_2_70_000_200.png,K-013004,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000250-000573-013161-023223/K-000250-000573-013161-023223_0_2_0_2_75_000_200.png,K-000250,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-015710-016262-019861-022347/K-015710-016262-019861-022347_0_2_0_2_90_000_200.png,K-015710,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-006563-012247-016551-018110/K-006563-012247-016551-018110_0_2_0_2_70_000_200.png,K-006563,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003614-020238-020877-025367/K-003614-020238-020877-025367_0_2_0_2_90_000_200.png,K-003614,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006697-013004-026993-043233/K-006697-013004-026993-043233_0_2_0_2_90_000_200.png,K-006697,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-020004-026993-038972/K-006835-020004-026993-038972_0_2_0_2_90_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-010487-035659-043233-053384/K-010487-035659-043233-053384_0_2_0_2_75_000_200.png,K-010487,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-011220-019861-022347-029667/K-011220-019861-022347-029667_0_2_0_2_75_000_200.png,K-011220,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003614-020238-027653-028763/K-003614-020238-027653-028763_0_2_0_2_75_000_200.png,K-003614,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010221-016548-033009-033208/K-010221-016548-033009-033208_0_2_0_2_70_000_200.png,K-010221,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-006563-012420-016548-021771/K-006563-012420-016548-021771_0_2_0_2_90_000_200.png,K-006563,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010221-010224-016551-031705/K-010221-010224-016551-031705_0_2_0_2_75_000_200.png,K-010221,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000250-006192-013395-038954/K-000250-006192-013395-038954_0_2_0_2_70_000_200.png,K-000250,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-015280-016262-019232/K-015280-016262-019232_0_2_0_2_90_000_200.png,K-015280,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003614-016232-022347-027777/K-003614-016232-022347-027777_0_2_0_2_75_000_200.png,K-003614,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003351-016232-041768/K-003351-016232-041768_0_2_0_2_75_000_200.png,K-003351,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001866-012778-022362-038954/K-001866-012778-022362-038954_0_2_0_2_90_000_200.png,K-001866,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-020004-029711-038972/K-006835-020004-029711-038972_0_2_0_2_70_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006697-010487-025200-041149/K-006697-010487-025200-041149_0_2_0_2_90_000_200.png,K-006697,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010487-019881-023319-030850/K-010487-019881-023319-030850_0_2_0_2_90_000_200.png,K-010487,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003483-016232-027653-030308/K-003483-016232-027653-030308_0_2_0_2_70_000_200.png,K-003483,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000250-002483-012778-022362/K-000250-002483-012778-022362_0_2_0_2_75_000_200.png,K-000250,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000250-005886-013161-019552/K-000250-005886-013161-019552_0_2_0_2_90_000_200.png,K-000250,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001866-005002-006192-012081/K-001866-005002-006192-012081_0_2_0_2_90_000_200.png,K-001866,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001866-005886-012778-013161/K-001866-005886-012778-013161_0_2_0_2_70_000_200.png,K-001866,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-012638-026455-041149-053384/K-012638-026455-041149-053384_0_2_0_2_75_000_200.png,K-012638,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016235-016262-027777-028763/K-016235-016262-027777-028763_0_2_0_2_90_000_200.png,K-016235,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-013004-019881-043233-053384/K-013004-019881-043233-053384_0_2_0_2_75_000_200.png,K-013004,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010487-019881-023319-038927/K-010487-019881-023319-038927_0_2_0_2_90_000_200.png,K-010487,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-012081-023223-025438-037777/K-012081-023223-025438-037777_0_2_0_2_70_000_200.png,K-012081,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-011220-016232-025469-030308/K-011220-016232-025469-030308_0_2_0_2_90_000_200.png,K-011220,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-004543-012247-016551-024850/K-004543-012247-016551-024850_0_2_0_2_70_000_200.png,K-004543,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000250-006192-012081-013161/K-000250-006192-012081-013161_0_2_0_2_75_000_200.png,K-000250,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003544-016551-023203-027926/K-003544-016551-023203-027926_0_2_0_2_75_000_200.png,K-003544,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016206-032310-038162/K-016206-032310-038162_0_2_0_2_70_000_200.png,K-016206,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003743-005886-006192-013161/K-003743-005886-006192-013161_0_2_0_2_70_000_200.png,K-003743,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016235-020877-029667-031885/K-016235-020877-029667-031885_0_2_0_2_70_000_200.png,K-016235,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003614-020238-027733-030308/K-003614-020238-027733-030308_0_2_0_2_70_000_200.png,K-003614,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003483-025367-027733-029667/K-003483-025367-027733-029667_0_2_0_2_70_000_200.png,K-003483,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-012638-024941-025200-041149/K-012638-024941-025200-041149_0_2_0_2_70_000_200.png,K-012638,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003483-016232-025469-031885/K-003483-016232-025469-031885_0_2_0_2_75_000_200.png,K-003483,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-004378-013161-022627-025438/K-004378-013161-022627-025438_0_2_0_2_90_000_200.png,K-004378,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003614-027777-029667-034597/K-003614-027777-029667-034597_0_2_0_2_75_000_200.png,K-003614,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-001900-010224-016551-033009/K-001900-010224-016551-033009_0_2_0_2_90_000_200.png,K-001900,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-012638-019881-041149-053384/K-012638-019881-041149-053384_0_2_0_2_70_000_200.png,K-012638,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-004543-010221-016551-019607/K-004543-010221-016551-019607_0_2_0_2_70_000_200.png,K-004543,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016206-016232-018357/K-016206-016232-018357_0_2_0_2_75_000_200.png,K-016206,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-015710-016262-022347-027653/K-015710-016262-022347-027653_0_2_0_2_75_000_200.png,K-015710,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003614-020238-027777-034597/K-003614-020238-027777-034597_0_2_0_2_90_000_200.png,K-003614,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003832-016262-020852/K-003832-016262-020852_0_2_0_2_75_000_200.png,K-003832,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-005391-019232-029667/K-005391-019232-029667_0_2_0_2_75_000_200.png,K-005391,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003544-004543-016551-029871/K-003544-004543-016551-029871_0_2_0_2_75_000_200.png,K-003544,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003483-016232-027733-028763/K-003483-016232-027733-028763_0_2_0_2_70_000_200.png,K-003483,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-015710-016262-027777-030308/K-015710-016262-027777-030308_0_2_0_2_75_000_200.png,K-015710,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-001900-016548-018110-033009/K-001900-016548-018110-033009_0_2_0_2_75_000_200.png,K-001900,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-015280-016232-020014/K-015280-016232-020014_0_2_0_2_90_000_200.png,K-015280,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001900-016548-029451-033208/K-001900-016548-029451-033208_0_2_0_2_90_000_200.png,K-001900,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000250-002483-006192-013395/K-000250-002483-006192-013395_0_2_0_2_75_000_200.png,K-000250,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-012638-023319-035659-043233/K-012638-023319-035659-043233_0_2_0_2_75_000_200.png,K-012638,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-012420-016551-018110-029345/K-012420-016551-018110-029345_0_2_0_2_75_000_200.png,K-012420,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-020004-023319-035659/K-006835-020004-023319-035659_0_2_0_2_90_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001866-002483-012778-022362/K-001866-002483-012778-022362_0_2_0_2_90_000_200.png,K-001866,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-005391-018147-029667/K-005391-018147-029667_0_2_0_2_70_000_200.png,K-005391,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003544-016551-027993-031705/K-003544-016551-027993-031705_0_2_0_2_70_000_200.png,K-003544,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010487-019881-038927-053384/K-010487-019881-038927-053384_0_2_0_2_70_000_200.png,K-010487,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003483-016262-019861-028763/K-003483-016262-019861-028763_0_2_0_2_70_000_200.png,K-003483,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001900-016551-018110-027926/K-001900-016551-018110-027926_0_2_0_2_70_000_200.png,K-001900,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016235-016262-027653-031885/K-016235-016262-027653-031885_0_2_0_2_70_000_200.png,K-016235,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-011220-019861-034597-035206/K-011220-019861-034597-035206_0_2_0_2_90_000_200.png,K-011220,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016235-025469-031885-036637/K-016235-025469-031885-036637_0_2_0_2_75_000_200.png,K-016235,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-013900-016206-029667/K-013900-016206-029667_0_2_0_2_75_000_200.png,K-013900,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-024941-030850-053384/K-006835-024941-030850-053384_0_2_0_2_90_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003544-016551-023203-033009/K-003544-016551-023203-033009_0_2_0_2_90_000_200.png,K-003544,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-023319-026455-030850/K-006835-023319-026455-030850_0_2_0_2_75_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003614-016262-020877-030308/K-003614-016262-020877-030308_0_2_0_2_70_000_200.png,K-003614,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-019881-025200-044266/K-006835-019881-025200-044266_0_2_0_2_75_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-013004-019881-044266-053384/K-013004-019881-044266-053384_0_2_0_2_90_000_200.png,K-013004,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-005391-016688-031863/K-005391-016688-031863_0_2_0_2_75_000_200.png,K-005391,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_6_combo/K-012247-016551-021026-021771/K-012247-016551-021026-021771_0_2_0_2_70_000_200.png,K-012247,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-004378-022627-025438-044834/K-004378-022627-025438-044834_0_2_0_2_90_000_200.png,K-004378,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001900-004543-010224-016551/K-001900-004543-010224-016551_0_2_0_2_70_000_200.png,K-001900,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003743-013395-022627-037777/K-003743-013395-022627-037777_0_2_0_2_90_000_200.png,K-003743,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003483-025469-028763-029667/K-003483-025469-028763-029667_0_2_0_2_75_000_200.png,K-003483,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-004378-005094-006192-044834/K-004378-005094-006192-044834_0_2_0_2_90_000_200.png,K-004378,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003351-013900-016688/K-003351-013900-016688_0_2_0_2_75_000_200.png,K-003351,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010221-016551-019607-029345/K-010221-016551-019607-029345_0_2_0_2_75_000_200.png,K-010221,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001866-013161-013395-023223/K-001866-013161-013395-023223_0_2_0_2_90_000_200.png,K-001866,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_3_combo/K-003614-016232-027777-031885/K-003614-016232-027777-031885_0_2_0_2_75_000_200.png,K-003614,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-000573-005002-005094-019552/K-000573-005002-005094-019552_0_2_0_2_75_000_200.png,K-000573,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-013900-033026-036637/K-013900-033026-036637_0_2_0_2_75_000_200.png,K-013900,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016235-019861-020238-034597/K-016235-019861-020238-034597_0_2_0_2_70_000_200.png,K-016235,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-015710-016232-027777-028763/K-015710-016232-027777-028763_0_2_0_2_90_000_200.png,K-015710,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010221-016551-029451-033208/K-010221-016551-029451-033208_0_2_0_2_70_000_200.png,K-010221,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_1_combo/K-001866-004378-006192-038954/K-001866-004378-006192-038954_0_2_0_2_90_000_200.png,K-001866,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006697-012638-023319-038927/K-006697-012638-023319-038927_0_2_0_2_90_000_200.png,K-006697,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-015280-022074-041768/K-015280-022074-041768_0_2_0_2_70_000_200.png,K-015280,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006697-010487-025200-030850/K-006697-010487-025200-030850_0_2_0_2_90_000_200.png,K-006697,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-004378-022627-025438-044834/K-004378-022627-025438-044834_0_2_0_2_70_000_200.png,K-004378,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-025200-038927-038972/K-006835-025200-038927-038972_0_2_0_2_90_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-006835-029711-035659-041149/K-006835-029711-035659-041149_0_2_0_2_70_000_200.png,K-006835,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_7_combo/K-015710-016232-025367-027777/K-015710-016232-025367-027777_0_2_0_2_70_000_200.png,K-015710,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-004543-016551-029871-033208/K-004543-016551-029871-033208_0_2_0_2_90_000_200.png,K-004543,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_8_combo/K-016232-016235-019861-031885/K-016232-016235-019861-031885_0_2_0_2_70_000_200.png,K-016232,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_5_combo/K-010221-016551-031705-044199/K-010221-016551-031705-044199_0_2_0_2_70_000_200.png,K-010221,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_2_combo/K-003483-020238-027653-030308/K-003483-020238-027653-030308_0_2_0_2_90_000_200.png,K-003483,combination,train
/home/max16/pillsnap_data/train/images/combination/TS_4_combo/K-005000-018147-038162/K-005000-018147-038162_0_2_0_2_75_000_200.png,K-005000,combination,train
