image_path,label_path,code,is_pair
/mnt/data/pillsnap_dataset/data/train/images/single/TS_4_single/K-007381/K-007381_0_1_0_0_70_300_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_4_single/K-007381_json/K-007381_0_1_0_0_70_300_200.json,K-007381_0_1_0_0_70_300_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_5_single/K-008014/K-008014_0_1_1_2_90_100_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_5_single/K-008014_json/K-008014_0_1_1_2_90_100_200.json,K-008014_0_1_1_2_90_100_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_5_single/K-009852/K-009852_0_1_0_1_70_220_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_5_single/K-009852_json/K-009852_0_1_0_1_70_220_200.json,K-009852_0_1_0_1_70_220_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_6_single/K-010450/K-010450_0_1_1_1_75_280_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_6_single/K-010450_json/K-010450_0_1_1_1_75_280_200.json,K-010450_0_1_1_1_75_280_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_6_single/K-011648/K-011648_0_2_0_1_75_220_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_6_single/K-011648_json/K-011648_0_2_0_1_75_220_200.json,K-011648_0_2_0_1_75_220_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_37_single/K-012512/K-012512_0_2_1_0_60_100_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_37_single/K-012512_json/K-012512_0_2_1_0_60_100_200.json,K-012512_0_2_1_0_60_100_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_8_single/K-013828/K-013828_0_0_1_1_90_000_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_8_single/K-013828_json/K-013828_0_0_1_1_90_000_200.json,K-013828_0_0_1_1_90_000_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_40_single/K-014086/K-014086_0_1_0_0_60_240_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_40_single/K-014086_json/K-014086_0_1_0_0_60_240_200.json,K-014086_0_1_0_0_60_240_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_8_single/K-015257/K-015257_0_0_0_0_60_040_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_8_single/K-015257_json/K-015257_0_0_0_0_60_040_200.json,K-015257_0_0_0_0_60_040_200,True
/mnt/data/pillsnap_dataset/data/train/images/combination/TS_7_combo/K-015710-016232-025367-027653/K-015710-016232-025367-027653_0_2_0_2_90_000_200.png,/mnt/data/pillsnap_dataset/data/train/labels/combination/TL_7_combo/K-015710-016232-025367-027653_json/K-025367/K-015710-016232-025367-027653_0_2_0_2_90_000_200.json,K-015710-016232-025367-027653_0_2_0_2_90_000_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_44_single/K-016234/K-016234_0_1_1_2_70_100_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_44_single/K-016234_json/K-016234_0_1_1_2_70_100_200.json,K-016234_0_1_1_2_70_100_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_45_single/K-016495/K-016495_0_2_1_0_75_280_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_45_single/K-016495_json/K-016495_0_2_1_0_75_280_200.json,K-016495_0_2_1_0_75_280_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_9_single/K-016799/K-016799_0_0_1_1_70_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_9_single/K-016799_json/K-016799_0_0_1_1_70_180_200.json,K-016799_0_0_1_1_70_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_9_single/K-018119/K-018119_0_2_1_1_90_320_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_9_single/K-018119_json/K-018119_0_2_1_1_90_320_200.json,K-018119_0_2_1_1_90_320_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_10_single/K-019846/K-019846_0_0_1_1_90_260_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_10_single/K-019846_json/K-019846_0_0_1_1_90_260_200.json,K-019846_0_0_1_1_90_260_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_10_single/K-019963/K-019963_0_1_1_2_90_020_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_10_single/K-019963_json/K-019963_0_1_1_2_90_020_200.json,K-019963_0_1_1_2_90_020_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_49_single/K-020084/K-020084_0_2_0_2_75_120_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_49_single/K-020084_json/K-020084_0_2_0_2_75_120_200.json,K-020084_0_2_0_2_75_120_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_53_single/K-022976/K-022976_0_1_0_0_75_240_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_53_single/K-022976_json/K-022976_0_1_0_0_75_240_200.json,K-022976_0_1_0_0_75_240_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_53_single/K-023004/K-023004_0_2_0_2_75_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_53_single/K-023004_json/K-023004_0_2_0_2_75_180_200.json,K-023004_0_2_0_2_75_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_12_single/K-025894/K-025894_0_0_0_1_60_220_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_12_single/K-025894_json/K-025894_0_0_0_1_60_220_200.json,K-025894_0_0_0_1_60_220_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_59_single/K-026587/K-026587_0_1_0_1_60_240_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_59_single/K-026587_json/K-026587_0_1_0_1_60_240_200.json,K-026587_0_1_0_1_60_240_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_62_single/K-028684/K-028684_0_0_0_1_75_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_62_single/K-028684_json/K-028684_0_0_0_1_75_180_200.json,K-028684_0_0_0_1_75_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_66_single/K-030577/K-030577_0_2_0_2_90_260_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_66_single/K-030577_json/K-030577_0_2_0_2_90_260_200.json,K-030577_0_2_0_2_90_260_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_68_single/K-031544/K-031544_0_1_0_2_75_200_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_68_single/K-031544_json/K-031544_0_1_0_2_75_200_200.json,K-031544_0_1_0_2_75_200_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_15_single/K-032605/K-032605_0_2_1_1_70_180_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_15_single/K-032605_json/K-032605_0_2_1_1_70_180_200.json,K-032605_0_2_1_1_70_180_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_15_single/K-033746/K-033746_0_0_1_2_90_340_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_15_single/K-033746_json/K-033746_0_0_1_2_90_340_200.json,K-033746_0_0_1_2_90_340_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_16_single/K-035328/K-035328_0_2_1_1_70_200_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_16_single/K-035328_json/K-035328_0_2_1_1_70_200_200.json,K-035328_0_2_1_1_70_200_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_78_single/K-037491/K-037491_0_1_0_0_90_300_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_78_single/K-037491_json/K-037491_0_1_0_0_90_300_200.json,K-037491_0_1_0_0_90_300_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_17_single/K-038262/K-038262_0_0_1_1_75_260_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_17_single/K-038262_json/K-038262_0_0_1_1_75_260_200.json,K-038262_0_0_1_1_75_260_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_17_single/K-040099/K-040099_0_2_1_2_75_220_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_17_single/K-040099_json/K-040099_0_2_1_2_75_220_200.json,K-040099_0_2_1_2_75_220_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_17_single/K-040336/K-040336_0_0_1_1_70_080_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_17_single/K-040336_json/K-040336_0_0_1_1_70_080_200.json,K-040336_0_0_1_1_70_080_200,True
/mnt/data/pillsnap_dataset/data/val/images/single/VS_3_single/K-041261/K-041261_0_2_1_1_90_280_200.png,/mnt/data/pillsnap_dataset/data/val/labels/single/VL_3_single/K-041261_json/K-041261_0_2_1_1_90_280_200.json,K-041261_0_2_1_1_90_280_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_18_single/K-041997/K-041997_0_2_1_0_75_240_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_18_single/K-041997_json/K-041997_0_2_1_0_75_240_200.json,K-041997_0_2_1_0_75_240_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_18_single/K-042262/K-042262_0_0_1_2_60_060_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_18_single/K-042262_json/K-042262_0_0_1_2_60_060_200.json,K-042262_0_0_1_2_60_060_200,True
/mnt/data/pillsnap_dataset/data/val/images/single/VS_7_single/K-043432/K-043432_0_2_0_1_90_000_200.png,/mnt/data/pillsnap_dataset/data/val/labels/single/VL_7_single/K-043432_json/K-043432_0_2_0_1_90_000_200.json,K-043432_0_2_0_1_90_000_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_19_single/K-044852/K-044852_0_0_0_1_70_140_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_19_single/K-044852_json/K-044852_0_0_0_1_70_140_200.json,K-044852_0_0_0_1_70_140_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_19_single/K-045862/K-045862_0_0_0_2_70_000_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_19_single/K-045862_json/K-045862_0_0_0_2_70_000_200.json,K-045862_0_0_0_2_70_000_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_19_single/K-048127/K-048127_0_1_1_1_70_220_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_19_single/K-048127_json/K-048127_0_1_1_1_70_220_200.json,K-048127_0_1_1_1_70_220_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_20_single/K-050105/K-050105_0_1_0_0_60_020_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_20_single/K-050105_json/K-050105_0_1_0_0_60_020_200.json,K-050105_0_1_0_0_60_020_200,True
/mnt/data/pillsnap_dataset/data/train/images/single/TS_20_single/K-051669/K-051669_0_0_1_2_90_240_200.png,/mnt/data/pillsnap_dataset/data/train/labels/single/TL_20_single/K-051669_json/K-051669_0_0_1_2_90_240_200.json,K-051669_0_0_1_2_90_240_200,True
